[2026-08-05T15:51:32.612Z] GET http://localhost:5174/assets/circles/128/ice-2.png → 200 (4ms, ?B)
[2026-08-05T15:51:32.612Z] GET http://localhost:5174/assets/circles/128/ice-3.png → 200 (4ms, ?B)
[2026-08-05T15:51:32.612Z] GET http://localhost:5174/assets/circles/128/lightning-1.png → 200 (5ms, ?B)
[2026-08-05T15:51:32.612Z] GET http://localhost:5174/assets/circles/128/lightning-2.png → 200 (5ms, ?B)
[2026-08-05T15:51:32.612Z] GET http://localhost:5174/assets/circles/128/lightning-3.png → 200 (4ms, ?B)
[2026-08-05T15:51:32.612Z] GET http://localhost:5174/assets/circles/128/wind-1.png → 200 (5ms, ?B)
[2026-08-05T15:51:32.612Z] GET http://localhost:5174/assets/circles/128/wind-2.png → 200 (5ms, ?B)
[2026-08-05T15:51:32.612Z] GET http://localhost:5174/assets/circles/128/wind-3.png → 200 (5ms, ?B)
[2026-08-05T15:51:42.896Z] GET http://localhost:5174/atlas/hikari-profile.png → 304 (1ms, ?B)
[2026-08-05T15:52:15.459Z] GET http://localhost:5174/src/ui/screens/Title.tsx?t=1785945135457 → 200 (19ms, 18997B)
[2026-08-05T15:52:32.768Z] GET http://localhost:5174/ → 200 (3ms, 603B)
[2026-08-05T15:52:32.775Z] GET http://localhost:5174/@vite/client → 200 (6ms, ?B)
[2026-08-05T15:52:32.775Z] GET http://localhost:5174/src/main.tsx?t=1785945135457 → 200 (1ms, 2353B)
[2026-08-05T15:52:32.776Z] GET http://localhost:5174/@react-refresh → 200 (5ms, ?B)
[2026-08-05T15:52:32.777Z] GET http://localhost:5174/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=09d1437f → 200 (?ms, -310B)
[2026-08-05T15:52:32.777Z] GET http://localhost:5174/node_modules/.vite/deps/react.js?v=09d1437f → 200 (?ms, -306B)
[2026-08-05T15:52:32.778Z] GET http://localhost:5174/node_modules/.vite/deps/react-dom_client.js?v=09d1437f → 200 (?ms, -313B)
[2026-08-05T15:52:32.779Z] GET http://localhost:5174/src/ui/App.tsx?t=1785945135457 → 200 (2ms, 16501B)
[2026-08-05T15:52:32.779Z] GET http://localhost:5174/src/index.css?t=1785944963206 → 200 (6ms, ?B)
[2026-08-05T15:52:32.779Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-3U7W557A.js?v=09d1437f → 200 (?ms, -310B)
[2026-08-05T15:52:32.780Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-37GHHMFT.js?v=09d1437f → 200 (?ms, -310B)
[2026-08-05T15:52:32.781Z] GET http://localhost:5174/node_modules/.pnpm/vite@6.4.3/node_modules/vite/dist/client/env.mjs → 200 (5ms, ?B)
[2026-08-05T15:52:32.785Z] GET http://localhost:5174/src/data/index.ts → 200 (1ms, ?B)
[2026-08-05T15:52:32.785Z] GET http://localhost:5174/src/state/integration.ts → 200 (1ms, ?B)
[2026-08-05T15:52:32.785Z] GET http://localhost:5174/src/state/store.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.785Z] GET http://localhost:5174/src/ui/screens/Battle.tsx?t=1785944925634 → 200 (2ms, ?B)
[2026-08-05T15:52:32.785Z] GET http://localhost:5174/src/ui/screens/MageInfo.tsx → 200 (3ms, ?B)
[2026-08-05T15:52:32.785Z] GET http://localhost:5174/src/ui/screens/StageSelect.tsx → 200 (4ms, ?B)
[2026-08-05T15:52:32.785Z] GET http://localhost:5174/src/ui/screens/Title.tsx?t=1785945135457 → 200 (5ms, ?B)
[2026-08-05T15:52:32.785Z] GET http://localhost:5174/src/ui/screens/Shells.tsx → 200 (4ms, ?B)
[2026-08-05T15:52:32.786Z] GET http://localhost:5174/src/data/stage1.ts → 200 (4ms, ?B)
[2026-08-05T15:52:32.786Z] GET http://localhost:5174/src/game/sim.ts → 200 (4ms, ?B)
[2026-08-05T15:52:32.787Z] GET http://localhost:5174/src/game/path.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.787Z] GET http://localhost:5174/src/render/index.ts → 200 (3ms, ?B)
[2026-08-05T15:52:32.787Z] GET http://localhost:5174/node_modules/.vite/deps/zustand.js?v=09d1437f → 200 (?ms, -308B)
[2026-08-05T15:52:32.787Z] GET http://localhost:5174/src/state/persist.ts → 200 (3ms, ?B)
[2026-08-05T15:52:32.788Z] GET http://localhost:5174/src/game/layout.ts → 200 (3ms, ?B)
[2026-08-05T15:52:32.788Z] GET http://localhost:5174/src/state/loop.ts → 200 (3ms, ?B)
[2026-08-05T15:52:32.788Z] GET http://localhost:5174/src/state/replay.ts → 200 (3ms, ?B)
[2026-08-05T15:52:32.788Z] GET http://localhost:5174/src/ui/CrashPanel.tsx → 200 (3ms, ?B)
[2026-08-05T15:52:32.788Z] GET http://localhost:5174/src/ui/components/InterwaveOverlay.tsx → 200 (3ms, ?B)
[2026-08-05T15:52:32.788Z] GET http://localhost:5174/src/ui/components/MageCard.tsx → 200 (3ms, ?B)
[2026-08-05T15:52:32.788Z] GET http://localhost:5174/src/ui/components/TopBar.tsx → 200 (3ms, ?B)
[2026-08-05T15:52:32.788Z] GET http://localhost:5174/src/ui/components/TowerPanel.tsx → 200 (3ms, ?B)
[2026-08-05T15:52:32.788Z] GET http://localhost:5174/src/ui/data/mageFixtures.ts → 200 (3ms, ?B)
[2026-08-05T15:52:32.788Z] GET http://localhost:5174/src/data/economy.ts → 200 (3ms, ?B)
[2026-08-05T15:52:32.788Z] GET http://localhost:5174/src/ui/theme/elements.ts → 200 (3ms, ?B)
[2026-08-05T15:52:32.789Z] GET http://localhost:5174/src/ui/data/stageFixtures.ts → 200 (3ms, ?B)
[2026-08-05T15:52:32.790Z] GET http://localhost:5174/src/render/canvas.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.790Z] GET http://localhost:5174/src/render/crystal.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.790Z] GET http://localhost:5174/src/render/decals.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.790Z] GET http://localhost:5174/src/render/entities.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.790Z] GET http://localhost:5174/src/render/field.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.790Z] GET http://localhost:5174/src/render/fx.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.790Z] GET http://localhost:5174/src/render/glyphs.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.790Z] GET http://localhost:5174/src/game/types.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.790Z] GET http://localhost:5174/src/game/grid.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.790Z] GET http://localhost:5174/src/game/waves.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.790Z] GET http://localhost:5174/src/game/towers.ts → 200 (2ms, ?B)
[2026-08-05T15:52:32.791Z] GET http://localhost:5174/src/game/enemies.ts → 200 (2ms, ?B)
